Student ID,Name,Amount Due,Payment Status
STU0062977,Student 62977,12000,Paid
STU0062978,Student 62978,25000,Paid
STU0062979,Student 62979,18000,Pending
STU0062980,Student 62980,18000,Pending
STU0062981,Student 62981,25000,Paid
STU0062982,Student 62982,18000,Pending
STU0062983,Student 62983,18000,Pending
STU0062984,Student 62984,25000,Pending
STU0062985,Student 62985,18000,Paid
STU0062986,Student 62986,25000,Pending
STU0062987,Student 62987,12000,Paid
STU0062988,Student 62988,12000,Pending
STU0062989,Student 62989,25000,Paid
STU0062990,Student 62990,25000,Pending
STU0062991,Student 62991,18000,Paid
STU0062992,Student 62992,12000,Pending
STU0062993,Student 62993,12000,Paid
STU0062994,Student 62994,25000,Pending
STU0062995,Student 62995,18000,Pending
STU0062996,Student 62996,18000,Paid
STU0062997,Student 62997,18000,Pending
STU0062998,Student 62998,18000,Pending
STU0062999,Student 62999,25000,Paid
STU0063000,Student 63000,18000,Paid
STU0063001,Student 63001,18000,Pending
STU0063002,Student 63002,25000,Paid
STU0063003,Student 63003,12000,Pending
STU0063004,Student 63004,12000,Pending
STU0063005,Student 63005,25000,Pending
STU0063006,Student 63006,18000,Pending
STU0063007,Student 63007,18000,Paid
STU0063008,Student 63008,12000,Pending
STU0063009,Student 63009,25000,Paid
STU0063010,Student 63010,25000,Pending
STU0063011,Student 63011,18000,Pending
STU0063012,Student 63012,25000,Pending
STU0063013,Student 63013,12000,Pending
STU0063014,Student 63014,25000,Paid
STU0063015,Student 63015,25000,Pending
STU0063016,Student 63016,18000,Paid
STU0063017,Student 63017,18000,Paid
STU0063018,Student 63018,12000,Paid
STU0063019,Student 63019,18000,Paid
STU0063020,Student 63020,25000,Paid
STU0063021,Student 63021,18000,Paid
STU0063022,Student 63022,25000,Pending
STU0063023,Student 63023,25000,Paid
STU0063024,Student 63024,18000,Paid
STU0063025,Student 63025,18000,Paid
STU0063026,Student 63026,25000,Pending
STU0063027,Student 63027,12000,Paid
STU0063028,Student 63028,25000,Pending
STU0063029,Student 63029,18000,Pending
STU0063030,Student 63030,12000,Pending
STU0063031,Student 63031,12000,Pending
STU0063032,Student 63032,12000,Paid
STU0063033,Student 63033,18000,Pending
STU0063034,Student 63034,25000,Pending
STU0063035,Student 63035,12000,Paid
STU0063036,Student 63036,12000,Paid
STU0063037,Student 63037,25000,Paid
STU0063038,Student 63038,12000,Paid
STU0063039,Student 63039,25000,Pending
STU0063040,Student 63040,25000,Paid
STU0063041,Student 63041,18000,Pending
STU0063042,Student 63042,12000,Paid
STU0063043,Student 63043,18000,Pending
STU0063044,Student 63044,12000,Pending
STU0063045,Student 63045,18000,Paid
STU0063046,Student 63046,12000,Paid
STU0063047,Student 63047,12000,Paid
STU0063048,Student 63048,25000,Pending
STU0063049,Student 63049,18000,Pending
STU0063050,Student 63050,25000,Pending
STU0063051,Student 63051,25000,Paid
STU0063052,Student 63052,25000,Pending
STU0063053,Student 63053,25000,Pending
STU0063054,Student 63054,12000,Paid
STU0063055,Student 63055,25000,Pending
STU0063056,Student 63056,12000,Pending
STU0063057,Student 63057,12000,Paid
STU0063058,Student 63058,25000,Paid
STU0063059,Student 63059,12000,Pending
STU0063060,Student 63060,12000,Pending
STU0063061,Student 63061,25000,Pending
STU0063062,Student 63062,12000,Pending
STU0063063,Student 63063,12000,Pending
STU0063064,Student 63064,25000,Pending
STU0063065,Student 63065,25000,Paid
STU0063066,Student 63066,25000,Paid
STU0063067,Student 63067,25000,Pending
STU0063068,Student 63068,18000,Paid
STU0063069,Student 63069,25000,Paid
STU0063070,Student 63070,12000,Pending
STU0063071,Student 63071,25000,Pending
STU0063072,Student 63072,25000,Pending
STU0063073,Student 63073,12000,Pending
STU0063074,Student 63074,12000,Paid
STU0063075,Student 63075,12000,Paid
STU0063076,Student 63076,25000,Paid
STU0063077,Student 63077,12000,Pending
STU0063078,Student 63078,18000,Paid
STU0063079,Student 63079,18000,Paid
STU0063080,Student 63080,12000,Pending
STU0063081,Student 63081,12000,Paid
STU0063082,Student 63082,18000,Paid
STU0063083,Student 63083,12000,Pending
STU0063084,Student 63084,25000,Pending
STU0063085,Student 63085,18000,Pending
STU0063086,Student 63086,25000,Pending
STU0063087,Student 63087,12000,Pending
STU0063088,Student 63088,12000,Paid
STU0063089,Student 63089,25000,Paid
STU0063090,Student 63090,25000,Pending
STU0063091,Student 63091,12000,Paid
STU0063092,Student 63092,12000,Pending
STU0063093,Student 63093,25000,Paid
STU0063094,Student 63094,25000,Paid
STU0063095,Student 63095,12000,Paid
STU0063096,Student 63096,12000,Paid
STU0063097,Student 63097,12000,Paid
STU0063098,Student 63098,25000,Pending
STU0063099,Student 63099,18000,Pending
STU0063100,Student 63100,18000,Pending
STU0063101,Student 63101,12000,Paid
STU0063102,Student 63102,25000,Pending
STU0063103,Student 63103,12000,Pending
STU0063104,Student 63104,25000,Pending
STU0063105,Student 63105,12000,Pending
STU0063106,Student 63106,25000,Pending
STU0063107,Student 63107,25000,Paid
STU0063108,Student 63108,12000,Pending
STU0063109,Student 63109,18000,Paid
STU0063110,Student 63110,25000,Paid
STU0063111,Student 63111,25000,Paid
STU0063112,Student 63112,12000,Pending
STU0063113,Student 63113,25000,Pending
STU0063114,Student 63114,12000,Paid
STU0063115,Student 63115,18000,Paid
STU0063116,Student 63116,25000,Pending
STU0063117,Student 63117,25000,Paid
STU0063118,Student 63118,12000,Paid
STU0063119,Student 63119,18000,Paid
STU0063120,Student 63120,25000,Pending
STU0063121,Student 63121,18000,Paid
STU0063122,Student 63122,18000,Paid
STU0063123,Student 63123,12000,Pending
STU0063124,Student 63124,12000,Paid
STU0063125,Student 63125,12000,Pending
STU0063126,Student 63126,25000,Paid
STU0063127,Student 63127,12000,Pending
STU0063128,Student 63128,25000,Paid
STU0063129,Student 63129,25000,Pending
STU0063130,Student 63130,18000,Pending
STU0063131,Student 63131,25000,Pending
STU0063132,Student 63132,12000,Pending
STU0063133,Student 63133,12000,Paid
STU0063134,Student 63134,18000,Pending
STU0063135,Student 63135,18000,Pending
STU0063136,Student 63136,18000,Pending
STU0063137,Student 63137,18000,Pending
STU0063138,Student 63138,18000,Pending
STU0063139,Student 63139,18000,Paid
STU0063140,Student 63140,18000,Paid
STU0063141,Student 63141,25000,Paid
STU0063142,Student 63142,12000,Paid
STU0063143,Student 63143,25000,Paid
STU0063144,Student 63144,25000,Paid
STU0063145,Student 63145,25000,Pending
STU0063146,Student 63146,25000,Pending
STU0063147,Student 63147,25000,Pending
STU0063148,Student 63148,25000,Paid
STU0063149,Student 63149,18000,Paid
STU0063150,Student 63150,25000,Paid
STU0063151,Student 63151,25000,Pending
STU0063152,Student 63152,12000,Pending
STU0063153,Student 63153,25000,Pending
STU0063154,Student 63154,12000,Pending
STU0063155,Student 63155,12000,Paid
STU0063156,Student 63156,18000,Pending
STU0063157,Student 63157,18000,Paid
STU0063158,Student 63158,12000,Paid
STU0063159,Student 63159,25000,Pending
STU0063160,Student 63160,18000,Paid
STU0063161,Student 63161,18000,Paid
STU0063162,Student 63162,25000,Paid
STU0063163,Student 63163,25000,Pending
STU0063164,Student 63164,12000,Pending
STU0063165,Student 63165,12000,Paid
STU0063166,Student 63166,25000,Pending
STU0063167,Student 63167,18000,Paid
STU0063168,Student 63168,12000,Pending
STU0063169,Student 63169,18000,Pending
STU0063170,Student 63170,12000,Paid
STU0063171,Student 63171,18000,Pending
STU0063172,Student 63172,12000,Paid
STU0063173,Student 63173,12000,Paid
STU0063174,Student 63174,12000,Pending
STU0063175,Student 63175,12000,Paid
STU0063176,Student 63176,25000,Pending
STU0063177,Student 63177,18000,Paid
STU0063178,Student 63178,12000,Pending
STU0063179,Student 63179,18000,Pending
STU0063180,Student 63180,12000,Paid
STU0063181,Student 63181,25000,Pending
STU0063182,Student 63182,18000,Pending
STU0063183,Student 63183,25000,Pending
STU0063184,Student 63184,18000,Pending
STU0063185,Student 63185,25000,Paid
STU0063186,Student 63186,25000,Paid
STU0063187,Student 63187,18000,Pending
STU0063188,Student 63188,12000,Pending
STU0063189,Student 63189,12000,Paid
STU0063190,Student 63190,25000,Paid
STU0063191,Student 63191,12000,Paid
STU0063192,Student 63192,18000,Pending
STU0063193,Student 63193,18000,Paid
STU0063194,Student 63194,12000,Pending
STU0063195,Student 63195,25000,Pending
STU0063196,Student 63196,12000,Paid
STU0063197,Student 63197,25000,Pending
STU0063198,Student 63198,18000,Pending
STU0063199,Student 63199,12000,Paid
STU0063200,Student 63200,18000,Pending
STU0063201,Student 63201,25000,Pending
STU0063202,Student 63202,12000,Paid
STU0063203,Student 63203,25000,Paid
STU0063204,Student 63204,12000,Pending
STU0063205,Student 63205,18000,Pending
STU0063206,Student 63206,12000,Paid
STU0063207,Student 63207,18000,Pending
STU0063208,Student 63208,12000,Pending
STU0063209,Student 63209,18000,Pending
STU0063210,Student 63210,25000,Pending
STU0063211,Student 63211,25000,Paid
STU0063212,Student 63212,25000,Paid
STU0063213,Student 63213,12000,Pending
STU0063214,Student 63214,25000,Paid
STU0063215,Student 63215,12000,Paid
STU0063216,Student 63216,25000,Pending
STU0063217,Student 63217,18000,Pending
STU0063218,Student 63218,12000,Paid
STU0063219,Student 63219,12000,Paid
STU0063220,Student 63220,25000,Paid
STU0063221,Student 63221,25000,Paid
STU0063222,Student 63222,18000,Pending
STU0063223,Student 63223,25000,Paid
STU0063224,Student 63224,18000,Pending
STU0063225,Student 63225,18000,Pending
STU0063226,Student 63226,25000,Paid
STU0063227,Student 63227,12000,Pending
STU0063228,Student 63228,25000,Pending
STU0063229,Student 63229,25000,Paid
STU0063230,Student 63230,18000,Pending
STU0063231,Student 63231,18000,Pending
STU0063232,Student 63232,18000,Pending
STU0063233,Student 63233,25000,Paid
STU0063234,Student 63234,12000,Paid
STU0063235,Student 63235,25000,Pending
STU0063236,Student 63236,25000,Pending
STU0063237,Student 63237,18000,Paid
STU0063238,Student 63238,18000,Pending
STU0063239,Student 63239,25000,Pending
STU0063240,Student 63240,25000,Paid
STU0063241,Student 63241,12000,Paid
STU0063242,Student 63242,18000,Pending
STU0063243,Student 63243,12000,Pending
STU0063244,Student 63244,18000,Paid
STU0063245,Student 63245,12000,Pending
STU0063246,Student 63246,25000,Pending
STU0063247,Student 63247,25000,Paid
STU0063248,Student 63248,25000,Paid
STU0063249,Student 63249,18000,Pending
STU0063250,Student 63250,12000,Paid
STU0063251,Student 63251,25000,Pending
STU0063252,Student 63252,25000,Paid
STU0063253,Student 63253,18000,Pending
STU0063254,Student 63254,12000,Paid
STU0063255,Student 63255,18000,Pending
STU0063256,Student 63256,25000,Pending
STU0063257,Student 63257,12000,Pending
STU0063258,Student 63258,12000,Paid
STU0063259,Student 63259,18000,Paid
STU0063260,Student 63260,18000,Pending
STU0063261,Student 63261,12000,Pending
STU0063262,Student 63262,25000,Paid
STU0063263,Student 63263,12000,Pending
STU0063264,Student 63264,18000,Pending
STU0063265,Student 63265,25000,Pending
STU0063266,Student 63266,25000,Paid
STU0063267,Student 63267,18000,Paid
STU0063268,Student 63268,18000,Pending
STU0063269,Student 63269,12000,Pending
STU0063270,Student 63270,12000,Pending
STU0063271,Student 63271,12000,Pending
STU0063272,Student 63272,12000,Pending
STU0063273,Student 63273,18000,Paid
STU0063274,Student 63274,12000,Paid
STU0063275,Student 63275,12000,Paid
STU0063276,Student 63276,25000,Pending
STU0063277,Student 63277,18000,Paid
STU0063278,Student 63278,25000,Paid
STU0063279,Student 63279,25000,Paid
STU0063280,Student 63280,12000,Paid
STU0063281,Student 63281,12000,Pending
STU0063282,Student 63282,12000,Pending
STU0063283,Student 63283,25000,Pending
STU0063284,Student 63284,18000,Pending
STU0063285,Student 63285,25000,Pending
STU0063286,Student 63286,18000,Pending
STU0063287,Student 63287,12000,Pending
STU0063288,Student 63288,12000,Paid
STU0063289,Student 63289,18000,Pending
STU0063290,Student 63290,12000,Pending
STU0063291,Student 63291,12000,Paid
STU0063292,Student 63292,25000,Paid
STU0063293,Student 63293,18000,Pending
STU0063294,Student 63294,12000,Pending
STU0063295,Student 63295,18000,Paid
STU0063296,Student 63296,12000,Paid
STU0063297,Student 63297,18000,Pending
STU0063298,Student 63298,18000,Pending
STU0063299,Student 63299,25000,Paid
STU0063300,Student 63300,18000,Pending
STU0063301,Student 63301,12000,Pending
STU0063302,Student 63302,18000,Pending
STU0063303,Student 63303,18000,Pending
STU0063304,Student 63304,25000,Paid
STU0063305,Student 63305,18000,Pending
STU0063306,Student 63306,18000,Paid
STU0063307,Student 63307,12000,Pending
STU0063308,Student 63308,12000,Paid
STU0063309,Student 63309,25000,Pending
STU0063310,Student 63310,18000,Paid
STU0063311,Student 63311,25000,Pending
STU0063312,Student 63312,18000,Paid
STU0063313,Student 63313,25000,Pending
STU0063314,Student 63314,25000,Pending
STU0063315,Student 63315,12000,Pending
STU0063316,Student 63316,12000,Pending
STU0063317,Student 63317,12000,Pending
STU0063318,Student 63318,12000,Paid
STU0063319,Student 63319,12000,Pending
STU0063320,Student 63320,12000,Pending
STU0063321,Student 63321,12000,Paid
STU0063322,Student 63322,18000,Paid
STU0063323,Student 63323,25000,Pending
STU0063324,Student 63324,12000,Paid
STU0063325,Student 63325,12000,Pending
STU0063326,Student 63326,25000,Paid
STU0063327,Student 63327,25000,Pending
STU0063328,Student 63328,18000,Pending
STU0063329,Student 63329,18000,Pending
STU0063330,Student 63330,25000,Paid
STU0063331,Student 63331,18000,Paid
STU0063332,Student 63332,18000,Paid
STU0063333,Student 63333,18000,Pending
STU0063334,Student 63334,18000,Pending
STU0063335,Student 63335,25000,Paid
STU0063336,Student 63336,25000,Paid
STU0063337,Student 63337,12000,Paid
STU0063338,Student 63338,25000,Pending
STU0063339,Student 63339,18000,Pending
STU0063340,Student 63340,18000,Paid
STU0063341,Student 63341,25000,Paid
STU0063342,Student 63342,18000,Pending
STU0063343,Student 63343,12000,Paid
STU0063344,Student 63344,12000,Pending
STU0063345,Student 63345,12000,Pending
STU0063346,Student 63346,18000,Pending
STU0063347,Student 63347,25000,Paid
STU0063348,Student 63348,12000,Pending
STU0063349,Student 63349,25000,Paid
STU0063350,Student 63350,18000,Paid
STU0063351,Student 63351,12000,Pending
STU0063352,Student 63352,12000,Paid
STU0063353,Student 63353,18000,Pending
STU0063354,Student 63354,12000,Pending
STU0063355,Student 63355,12000,Paid
STU0063356,Student 63356,18000,Pending
STU0063357,Student 63357,25000,Paid
STU0063358,Student 63358,18000,Paid
STU0063359,Student 63359,12000,Paid
STU0063360,Student 63360,18000,Paid
STU0063361,Student 63361,25000,Pending
STU0063362,Student 63362,18000,Pending
STU0063363,Student 63363,18000,Pending
STU0063364,Student 63364,12000,Pending
STU0063365,Student 63365,18000,Paid
STU0063366,Student 63366,12000,Pending
STU0063367,Student 63367,18000,Paid
STU0063368,Student 63368,25000,Paid
STU0063369,Student 63369,25000,Paid
STU0063370,Student 63370,18000,Paid
STU0063371,Student 63371,18000,Paid
STU0063372,Student 63372,12000,Paid
STU0063373,Student 63373,12000,Pending
STU0063374,Student 63374,25000,Pending
STU0063375,Student 63375,12000,Pending
STU0063376,Student 63376,25000,Paid
STU0063377,Student 63377,18000,Pending
STU0063378,Student 63378,18000,Pending
STU0063379,Student 63379,18000,Pending
STU0063380,Student 63380,25000,Pending
STU0063381,Student 63381,18000,Paid
STU0063382,Student 63382,12000,Pending
STU0063383,Student 63383,18000,Pending
STU0063384,Student 63384,18000,Paid
STU0063385,Student 63385,12000,Pending
STU0063386,Student 63386,12000,Paid
STU0063387,Student 63387,18000,Pending
STU0063388,Student 63388,25000,Paid
STU0063389,Student 63389,12000,Paid
STU0063390,Student 63390,12000,Paid
STU0063391,Student 63391,12000,Pending
STU0063392,Student 63392,12000,Pending
STU0063393,Student 63393,12000,Pending
STU0063394,Student 63394,12000,Pending
STU0063395,Student 63395,18000,Pending
STU0063396,Student 63396,25000,Pending
STU0063397,Student 63397,18000,Pending
STU0063398,Student 63398,25000,Pending
STU0063399,Student 63399,25000,Paid
STU0063400,Student 63400,25000,Paid
STU0063401,Student 63401,25000,Pending
STU0063402,Student 63402,25000,Pending
STU0063403,Student 63403,18000,Pending
STU0063404,Student 63404,18000,Pending
STU0063405,Student 63405,25000,Paid
STU0063406,Student 63406,25000,Paid
STU0063407,Student 63407,25000,Pending
STU0063408,Student 63408,25000,Paid
STU0063409,Student 63409,18000,Paid
STU0063410,Student 63410,18000,Paid
STU0063411,Student 63411,25000,Pending
STU0063412,Student 63412,25000,Paid
STU0063413,Student 63413,18000,Paid
STU0063414,Student 63414,25000,Pending
STU0063415,Student 63415,18000,Pending
STU0063416,Student 63416,12000,Pending
STU0063417,Student 63417,12000,Paid
STU0063418,Student 63418,18000,Pending
STU0063419,Student 63419,12000,Paid
STU0063420,Student 63420,12000,Paid
STU0063421,Student 63421,18000,Paid
STU0063422,Student 63422,12000,Paid
STU0063423,Student 63423,12000,Pending
STU0063424,Student 63424,18000,Paid
STU0063425,Student 63425,12000,Paid
STU0063426,Student 63426,12000,Paid
STU0063427,Student 63427,25000,Pending
STU0063428,Student 63428,18000,Pending
STU0063429,Student 63429,12000,Paid
STU0063430,Student 63430,12000,Paid
STU0063431,Student 63431,25000,Paid
STU0063432,Student 63432,12000,Paid
STU0063433,Student 63433,25000,Paid
STU0063434,Student 63434,12000,Pending
STU0063435,Student 63435,18000,Pending
STU0063436,Student 63436,12000,Pending
STU0063437,Student 63437,25000,Pending
STU0063438,Student 63438,12000,Pending
STU0063439,Student 63439,18000,Pending
STU0063440,Student 63440,18000,Pending
STU0063441,Student 63441,12000,Paid
STU0063442,Student 63442,12000,Pending
STU0063443,Student 63443,25000,Pending
STU0063444,Student 63444,12000,Paid
STU0063445,Student 63445,25000,Paid
STU0063446,Student 63446,18000,Paid
STU0063447,Student 63447,25000,Pending
STU0063448,Student 63448,12000,Paid
STU0063449,Student 63449,25000,Paid
STU0063450,Student 63450,12000,Pending
STU0063451,Student 63451,18000,Pending
STU0063452,Student 63452,12000,Paid
STU0063453,Student 63453,25000,Pending
STU0063454,Student 63454,25000,Paid
STU0063455,Student 63455,25000,Paid
STU0063456,Student 63456,12000,Paid
STU0063457,Student 63457,25000,Paid
STU0063458,Student 63458,25000,Paid
STU0063459,Student 63459,18000,Paid
STU0063460,Student 63460,25000,Paid
STU0063461,Student 63461,12000,Paid
STU0063462,Student 63462,18000,Pending
STU0063463,Student 63463,18000,Pending
STU0063464,Student 63464,12000,Paid
STU0063465,Student 63465,12000,Pending
STU0063466,Student 63466,25000,Pending
STU0063467,Student 63467,25000,Paid
STU0063468,Student 63468,18000,Pending
STU0063469,Student 63469,25000,Pending
STU0063470,Student 63470,18000,Paid
STU0063471,Student 63471,25000,Paid
STU0063472,Student 63472,12000,Paid
STU0063473,Student 63473,25000,Pending
STU0063474,Student 63474,12000,Paid
STU0063475,Student 63475,18000,Paid
STU0063476,Student 63476,18000,Paid
STU0063477,Student 63477,25000,Pending
STU0063478,Student 63478,25000,Paid
STU0063479,Student 63479,12000,Pending
STU0063480,Student 63480,25000,Paid
STU0063481,Student 63481,12000,Paid
STU0063482,Student 63482,25000,Paid
STU0063483,Student 63483,12000,Paid
STU0063484,Student 63484,18000,Pending
STU0063485,Student 63485,12000,Paid
STU0063486,Student 63486,25000,Paid
STU0063487,Student 63487,25000,Pending
STU0063488,Student 63488,25000,Pending
STU0063489,Student 63489,18000,Paid
STU0063490,Student 63490,12000,Pending
STU0063491,Student 63491,12000,Paid
STU0063492,Student 63492,12000,Paid
STU0063493,Student 63493,18000,Pending
STU0063494,Student 63494,18000,Paid
STU0063495,Student 63495,25000,Paid
STU0063496,Student 63496,12000,Pending
STU0063497,Student 63497,12000,Paid
STU0063498,Student 63498,25000,Paid
STU0063499,Student 63499,18000,Paid
STU0063500,Student 63500,18000,Paid
STU0063501,Student 63501,18000,Paid
STU0063502,Student 63502,25000,Paid
STU0063503,Student 63503,25000,Pending
STU0063504,Student 63504,25000,Pending
STU0063505,Student 63505,12000,Paid
STU0063506,Student 63506,25000,Paid
STU0063507,Student 63507,12000,Paid
STU0063508,Student 63508,25000,Paid
STU0063509,Student 63509,12000,Pending
STU0063510,Student 63510,18000,Paid
STU0063511,Student 63511,12000,Paid
STU0063512,Student 63512,25000,Pending
STU0063513,Student 63513,18000,Pending
STU0063514,Student 63514,25000,Pending
STU0063515,Student 63515,25000,Pending
STU0063516,Student 63516,18000,Pending
STU0063517,Student 63517,12000,Pending
STU0063518,Student 63518,18000,Pending
STU0063519,Student 63519,25000,Pending
STU0063520,Student 63520,18000,Pending
STU0063521,Student 63521,12000,Paid
STU0063522,Student 63522,12000,Paid
STU0063523,Student 63523,12000,Pending
STU0063524,Student 63524,18000,Pending
STU0063525,Student 63525,12000,Paid
STU0063526,Student 63526,18000,Paid
STU0063527,Student 63527,25000,Paid
STU0063528,Student 63528,12000,Pending
STU0063529,Student 63529,12000,Paid
STU0063530,Student 63530,25000,Pending
STU0063531,Student 63531,25000,Paid
STU0063532,Student 63532,25000,Paid
STU0063533,Student 63533,18000,Pending
STU0063534,Student 63534,18000,Pending
STU0063535,Student 63535,18000,Paid
STU0063536,Student 63536,25000,Paid
STU0063537,Student 63537,12000,Paid
STU0063538,Student 63538,18000,Paid
STU0063539,Student 63539,12000,Pending
STU0063540,Student 63540,12000,Paid
STU0063541,Student 63541,18000,Paid
STU0063542,Student 63542,25000,Pending
STU0063543,Student 63543,12000,Paid
STU0063544,Student 63544,25000,Paid
STU0063545,Student 63545,12000,Pending
STU0063546,Student 63546,18000,Pending
STU0063547,Student 63547,25000,Paid
STU0063548,Student 63548,25000,Paid
STU0063549,Student 63549,12000,Paid
STU0063550,Student 63550,18000,Paid
STU0063551,Student 63551,18000,Paid
STU0063552,Student 63552,12000,Paid
STU0063553,Student 63553,25000,Pending
STU0063554,Student 63554,12000,Pending
STU0063555,Student 63555,12000,Pending
STU0063556,Student 63556,18000,Paid
STU0063557,Student 63557,12000,Pending
STU0063558,Student 63558,25000,Pending
STU0063559,Student 63559,12000,Pending
STU0063560,Student 63560,12000,Pending
STU0063561,Student 63561,18000,Pending
STU0063562,Student 63562,12000,Pending
STU0063563,Student 63563,18000,Paid
STU0063564,Student 63564,25000,Pending
STU0063565,Student 63565,12000,Paid
STU0063566,Student 63566,12000,Pending
STU0063567,Student 63567,12000,Pending
STU0063568,Student 63568,25000,Paid
STU0063569,Student 63569,18000,Paid
STU0063570,Student 63570,12000,Paid
STU0063571,Student 63571,18000,Paid
STU0063572,Student 63572,18000,Pending
STU0063573,Student 63573,18000,Paid
STU0063574,Student 63574,18000,Pending
STU0063575,Student 63575,25000,Paid
STU0063576,Student 63576,18000,Pending
STU0063577,Student 63577,12000,Pending
STU0063578,Student 63578,25000,Paid
STU0063579,Student 63579,12000,Pending
STU0063580,Student 63580,18000,Paid
STU0063581,Student 63581,12000,Paid
STU0063582,Student 63582,25000,Paid
STU0063583,Student 63583,18000,Paid
STU0063584,Student 63584,18000,Pending
STU0063585,Student 63585,18000,Pending
STU0063586,Student 63586,25000,Pending
STU0063587,Student 63587,18000,Paid
STU0063588,Student 63588,18000,Pending
STU0063589,Student 63589,18000,Paid
STU0063590,Student 63590,12000,Pending
STU0063591,Student 63591,25000,Paid
STU0063592,Student 63592,25000,Paid
STU0063593,Student 63593,12000,Paid
STU0063594,Student 63594,25000,Pending
STU0063595,Student 63595,25000,Pending
STU0063596,Student 63596,12000,Paid
STU0063597,Student 63597,18000,Paid
STU0063598,Student 63598,25000,Pending
STU0063599,Student 63599,18000,Pending
STU0063600,Student 63600,25000,Pending
STU0063601,Student 63601,18000,Paid
STU0063602,Student 63602,25000,Paid
STU0063603,Student 63603,12000,Paid
STU0063604,Student 63604,12000,Paid
STU0063605,Student 63605,25000,Pending
STU0063606,Student 63606,12000,Paid
STU0063607,Student 63607,25000,Pending
STU0063608,Student 63608,18000,Paid
STU0063609,Student 63609,12000,Pending
STU0063610,Student 63610,12000,Paid
STU0063611,Student 63611,12000,Paid
STU0063612,Student 63612,12000,Pending
STU0063613,Student 63613,12000,Pending
STU0063614,Student 63614,12000,Pending
STU0063615,Student 63615,25000,Pending
STU0063616,Student 63616,25000,Paid
STU0063617,Student 63617,12000,Pending
STU0063618,Student 63618,25000,Pending
STU0063619,Student 63619,12000,Paid
STU0063620,Student 63620,12000,Paid
STU0063621,Student 63621,18000,Pending
STU0063622,Student 63622,25000,Pending
STU0063623,Student 63623,12000,Pending
STU0063624,Student 63624,12000,Paid
STU0063625,Student 63625,18000,Paid
STU0063626,Student 63626,18000,Pending
STU0063627,Student 63627,18000,Paid
STU0063628,Student 63628,25000,Paid
STU0063629,Student 63629,25000,Paid
STU0063630,Student 63630,18000,Paid
STU0063631,Student 63631,18000,Paid
STU0063632,Student 63632,12000,Pending
STU0063633,Student 63633,12000,Pending
STU0063634,Student 63634,12000,Pending
STU0063635,Student 63635,18000,Pending
STU0063636,Student 63636,25000,Pending
STU0063637,Student 63637,25000,Paid
STU0063638,Student 63638,12000,Pending
STU0063639,Student 63639,18000,Paid
STU0063640,Student 63640,18000,Paid
STU0063641,Student 63641,18000,Paid
STU0063642,Student 63642,12000,Pending
STU0063643,Student 63643,18000,Paid
STU0063644,Student 63644,18000,Paid
STU0063645,Student 63645,25000,Pending
STU0063646,Student 63646,25000,Pending
STU0063647,Student 63647,12000,Pending
STU0063648,Student 63648,12000,Paid
STU0063649,Student 63649,12000,Pending
STU0063650,Student 63650,25000,Paid
STU0063651,Student 63651,18000,Pending
STU0063652,Student 63652,25000,Pending
STU0063653,Student 63653,18000,Pending
STU0063654,Student 63654,18000,Paid
STU0063655,Student 63655,18000,Pending
STU0063656,Student 63656,25000,Pending
STU0063657,Student 63657,25000,Paid
STU0063658,Student 63658,18000,Pending
STU0063659,Student 63659,18000,Paid
STU0063660,Student 63660,25000,Pending
STU0063661,Student 63661,25000,Paid
STU0063662,Student 63662,12000,Pending
STU0063663,Student 63663,25000,Pending
STU0063664,Student 63664,25000,Paid
STU0063665,Student 63665,18000,Paid
STU0063666,Student 63666,25000,Pending
STU0063667,Student 63667,18000,Paid
STU0063668,Student 63668,18000,Paid
STU0063669,Student 63669,12000,Paid
STU0063670,Student 63670,25000,Pending
STU0063671,Student 63671,12000,Paid
STU0063672,Student 63672,12000,Paid
STU0063673,Student 63673,12000,Paid
STU0063674,Student 63674,25000,Paid
STU0063675,Student 63675,18000,Pending
STU0063676,Student 63676,12000,Paid
STU0063677,Student 63677,18000,Paid
STU0063678,Student 63678,25000,Paid
STU0063679,Student 63679,18000,Pending
STU0063680,Student 63680,18000,Pending
STU0063681,Student 63681,12000,Paid
STU0063682,Student 63682,12000,Paid
STU0063683,Student 63683,12000,Paid
STU0063684,Student 63684,18000,Paid
STU0063685,Student 63685,18000,Paid
STU0063686,Student 63686,18000,Paid
STU0063687,Student 63687,25000,Pending
STU0063688,Student 63688,12000,Pending
STU0063689,Student 63689,18000,Pending
STU0063690,Student 63690,12000,Pending
STU0063691,Student 63691,12000,Paid
STU0063692,Student 63692,18000,Paid
STU0063693,Student 63693,12000,Paid
STU0063694,Student 63694,12000,Paid
STU0063695,Student 63695,25000,Paid
STU0063696,Student 63696,25000,Pending
STU0063697,Student 63697,18000,Paid
STU0063698,Student 63698,12000,Pending
STU0063699,Student 63699,12000,Paid
STU0063700,Student 63700,18000,Paid
STU0063701,Student 63701,25000,Pending
STU0063702,Student 63702,25000,Pending
STU0063703,Student 63703,18000,Pending
STU0063704,Student 63704,25000,Paid
STU0063705,Student 63705,12000,Pending
STU0063706,Student 63706,12000,Pending
STU0063707,Student 63707,12000,Paid
STU0063708,Student 63708,12000,Paid
STU0063709,Student 63709,12000,Paid
STU0063710,Student 63710,18000,Pending
STU0063711,Student 63711,18000,Paid
