Student ID,Student Name,Class,Section,Department,Fee Category,Amount Due,Amount Paid,Balance,Payment Status,Payment Mode,Due Date,Payment Date,Academic Year,Guardian Email,Remarks
STU0001054,Student 1054,3,B,Primary,Tuition,15000,15000,0,Paid,Card,2026-02-14,2026-05-27,2025-2026,guardian1054@example.com,"Fee record for term 2"
STU0001055,Student 1055,11,B,Senior,Library,12000,0,12000,Overdue,Cash,2026-08-26,2026-02-24,2025-2026,guardian1055@example.com,"Fee record for term 2"
STU0001056,Student 1056,3,C,Commerce,Exam,22000,22000,0,Paid,Card,2026-03-25,2026-03-25,2025-2026,guardian1056@example.com,"Fee record for term 2"
STU0001057,Student 1057,4,B,Senior,Exam,18000,9000,9000,Partial,Cheque,2026-05-18,2026-09-23,2025-2026,guardian1057@example.com,"Fee record for term 2"
STU0001058,Student 1058,6,C,Senior,Transport,22000,0,22000,Pending,NEFT,2026-01-24,2026-09-27,2025-2026,guardian1058@example.com,"Fee record for term 3"
STU0001059,Student 1059,7,B,Primary,Exam,15000,11250,3750,Partial,NEFT,2026-06-20,2026-03-27,2025-2026,guardian1059@example.com,"Fee record for term 2"
STU0001060,Student 1060,10,D,Senior,Transport,30000,30000,0,Paid,Cheque,2026-09-23,2026-09-24,2025-2026,guardian1060@example.com,"Fee record for term 1"
STU0001061,Student 1061,2,C,Commerce,Library,18000,0,18000,Overdue,Cash,2026-06-14,2026-06-23,2025-2026,guardian1061@example.com,"Fee record for term 2"
STU0001062,Student 1062,7,D,Secondary,Transport,30000,0,30000,Waived,UPI,2026-06-24,2026-06-10,2025-2026,guardian1062@example.com,"Fee record for term 2"
STU0001063,Student 1063,8,B,Science,Tuition,22000,0,22000,Waived,Cash,2026-09-14,2026-09-11,2025-2026,guardian1063@example.com,"Fee record for term 3"
STU0001064,Student 1064,7,C,Arts,Transport,22000,0,22000,Waived,NEFT,2026-07-20,2026-09-23,2025-2026,guardian1064@example.com,"Fee record for term 2"
STU0001065,Student 1065,11,A,Science,Hostel,15000,0,15000,Overdue,Card,2026-06-27,2026-08-28,2025-2026,guardian1065@example.com,"Fee record for term 1"
STU0001066,Student 1066,10,A,Science,Library,22000,0,22000,Overdue,Cheque,2026-04-18,2026-05-18,2025-2026,guardian1066@example.com,"Fee record for term 3"
STU0001067,Student 1067,1,B,Commerce,Library,25000,25000,0,Paid,Cheque,2026-05-19,2026-09-15,2025-2026,guardian1067@example.com,"Fee record for term 3"
STU0001068,Student 1068,7,A,Secondary,Transport,25000,0,25000,Pending,UPI,2026-07-12,2026-05-21,2025-2026,guardian1068@example.com,"Fee record for term 3"
STU0001069,Student 1069,3,D,Commerce,Transport,25000,0,25000,Pending,UPI,2026-04-17,2026-03-10,2025-2026,guardian1069@example.com,"Fee record for term 3"
STU0001070,Student 1070,9,D,Secondary,Transport,25000,0,25000,Pending,Cheque,2026-07-13,2026-09-16,2025-2026,guardian1070@example.com,"Fee record for term 3"
STU0001071,Student 1071,2,B,Commerce,Hostel,18000,0,18000,Overdue,NEFT,2026-04-27,2026-04-15,2025-2026,guardian1071@example.com,"Fee record for term 2"
STU0001072,Student 1072,5,B,Primary,Lab,22000,0,22000,Pending,Cash,2026-07-16,2026-07-22,2025-2026,guardian1072@example.com,"Fee record for term 2"
STU0001073,Student 1073,8,B,Secondary,Tuition,22000,0,22000,Overdue,Cash,2026-06-21,2026-05-23,2025-2026,guardian1073@example.com,"Fee record for term 2"
STU0001074,Student 1074,4,B,Primary,Exam,22000,0,22000,Waived,UPI,2026-07-17,2026-04-11,2025-2026,guardian1074@example.com,"Fee record for term 1"
STU0001075,Student 1075,11,C,Secondary,Lab,15000,0,15000,Overdue,Cash,2026-04-27,2026-08-23,2025-2026,guardian1075@example.com,"Fee record for term 1"
STU0001076,Student 1076,3,B,Arts,Library,15000,0,15000,Pending,NEFT,2026-08-11,2026-04-14,2025-2026,guardian1076@example.com,"Fee record for term 2"
STU0001077,Student 1077,6,A,Commerce,Tuition,30000,0,30000,Overdue,UPI,2026-05-23,2026-03-13,2025-2026,guardian1077@example.com,"Fee record for term 2"
STU0001078,Student 1078,1,B,Senior,Transport,22000,0,22000,Pending,Cheque,2026-03-27,2026-08-14,2025-2026,guardian1078@example.com,"Fee record for term 1"
STU0001079,Student 1079,7,D,Science,Exam,15000,0,15000,Waived,UPI,2026-02-15,2026-05-16,2025-2026,guardian1079@example.com,"Fee record for term 2"
STU0001080,Student 1080,11,B,Arts,Exam,18000,18000,0,Paid,Cheque,2026-05-18,2026-04-26,2025-2026,guardian1080@example.com,"Fee record for term 1"
STU0001081,Student 1081,12,A,Secondary,Exam,25000,0,25000,Waived,UPI,2026-05-15,2026-01-25,2025-2026,guardian1081@example.com,"Fee record for term 2"
STU0001082,Student 1082,8,C,Science,Tuition,22000,0,22000,Pending,Cash,2026-09-22,2026-05-24,2025-2026,guardian1082@example.com,"Fee record for term 1"
STU0001083,Student 1083,2,C,Commerce,Library,30000,0,30000,Overdue,Cheque,2026-08-28,2026-01-19,2025-2026,guardian1083@example.com,"Fee record for term 3"
STU0001084,Student 1084,9,A,Primary,Exam,25000,25000,0,Paid,NEFT,2026-03-27,2026-08-28,2025-2026,guardian1084@example.com,"Fee record for term 3"
STU0001085,Student 1085,7,A,Primary,Activity,18000,13500,4500,Partial,Card,2026-07-18,2026-09-19,2025-2026,guardian1085@example.com,"Fee record for term 2"
STU0001086,Student 1086,8,A,Science,Activity,15000,0,15000,Waived,NEFT,2026-09-21,2026-06-10,2025-2026,guardian1086@example.com,"Fee record for term 3"
STU0001087,Student 1087,9,D,Arts,Activity,22000,0,22000,Waived,Cheque,2026-09-10,2026-07-16,2025-2026,guardian1087@example.com,"Fee record for term 3"
STU0001088,Student 1088,6,B,Senior,Library,15000,0,15000,Waived,Card,2026-04-23,2026-01-23,2025-2026,guardian1088@example.com,"Fee record for term 1"
STU0001089,Student 1089,11,D,Commerce,Transport,15000,0,15000,Waived,Cheque,2026-01-21,2026-09-21,2025-2026,guardian1089@example.com,"Fee record for term 3"
STU0001090,Student 1090,7,C,Senior,Library,22000,0,22000,Waived,Card,2026-06-19,2026-08-18,2025-2026,guardian1090@example.com,"Fee record for term 2"
STU0001091,Student 1091,4,D,Science,Lab,18000,18000,0,Paid,Cash,2026-06-13,2026-02-26,2025-2026,guardian1091@example.com,"Fee record for term 2"
STU0001092,Student 1092,1,A,Primary,Tuition,30000,0,30000,Waived,UPI,2026-05-26,2026-02-17,2025-2026,guardian1092@example.com,"Fee record for term 3"
STU0001093,Student 1093,2,C,Arts,Exam,22000,0,22000,Overdue,Cash,2026-01-11,2026-08-26,2025-2026,guardian1093@example.com,"Fee record for term 2"
STU0001094,Student 1094,10,A,Senior,Transport,18000,0,18000,Pending,Card,2026-04-22,2026-08-28,2025-2026,guardian1094@example.com,"Fee record for term 2"
STU0001095,Student 1095,5,B,Senior,Hostel,22000,11000,11000,Partial,Card,2026-05-18,2026-03-12,2025-2026,guardian1095@example.com,"Fee record for term 3"
STU0001096,Student 1096,1,A,Commerce,Activity,22000,11000,11000,Partial,NEFT,2026-05-10,2026-05-28,2025-2026,guardian1096@example.com,"Fee record for term 2"
STU0001097,Student 1097,5,C,Senior,Lab,25000,18750,6250,Partial,Cash,2026-06-15,2026-02-18,2025-2026,guardian1097@example.com,"Fee record for term 3"
STU0001098,Student 1098,7,C,Secondary,Activity,15000,0,15000,Waived,UPI,2026-09-10,2026-01-27,2025-2026,guardian1098@example.com,"Fee record for term 1"
STU0001099,Student 1099,7,A,Secondary,Exam,15000,0,15000,Waived,UPI,2026-01-27,2026-08-16,2025-2026,guardian1099@example.com,"Fee record for term 2"
STU0001100,Student 1100,1,D,Senior,Tuition,22000,0,22000,Pending,Card,2026-04-23,2026-02-15,2025-2026,guardian1100@example.com,"Fee record for term 3"
STU0001101,Student 1101,9,B,Arts,Hostel,15000,7500,7500,Partial,UPI,2026-01-22,2026-02-26,2025-2026,guardian1101@example.com,"Fee record for term 1"
STU0001102,Student 1102,9,D,Secondary,Library,25000,12500,12500,Partial,NEFT,2026-06-20,2026-06-23,2025-2026,guardian1102@example.com,"Fee record for term 3"
STU0001103,Student 1103,2,D,Senior,Hostel,15000,0,15000,Overdue,Cheque,2026-09-13,2026-02-27,2025-2026,guardian1103@example.com,"Fee record for term 1"
STU0001104,Student 1104,5,C,Primary,Hostel,15000,7500,7500,Partial,Card,2026-07-25,2026-09-27,2025-2026,guardian1104@example.com,"Fee record for term 3"
STU0001105,Student 1105,9,D,Arts,Lab,22000,22000,0,Paid,Card,2026-09-21,2026-02-15,2025-2026,guardian1105@example.com,"Fee record for term 3"
STU0001106,Student 1106,2,A,Senior,Tuition,15000,0,15000,Pending,Cash,2026-09-23,2026-02-28,2025-2026,guardian1106@example.com,"Fee record for term 1"
STU0001107,Student 1107,8,C,Commerce,Tuition,15000,0,15000,Waived,NEFT,2026-05-13,2026-09-18,2025-2026,guardian1107@example.com,"Fee record for term 1"
STU0001108,Student 1108,6,B,Senior,Tuition,30000,0,30000,Overdue,NEFT,2026-02-18,2026-07-11,2025-2026,guardian1108@example.com,"Fee record for term 2"
STU0001109,Student 1109,6,B,Pre-Primary,Hostel,18000,0,18000,Overdue,Cash,2026-04-16,2026-06-10,2025-2026,guardian1109@example.com,"Fee record for term 3"
STU0001110,Student 1110,10,B,Secondary,Tuition,18000,0,18000,Waived,Cheque,2026-05-21,2026-07-22,2025-2026,guardian1110@example.com,"Fee record for term 3"
STU0001111,Student 1111,1,B,Arts,Library,12000,0,12000,Pending,Card,2026-01-26,2026-01-19,2025-2026,guardian1111@example.com,"Fee record for term 2"
STU0001112,Student 1112,10,C,Science,Activity,12000,0,12000,Overdue,NEFT,2026-07-16,2026-06-12,2025-2026,guardian1112@example.com,"Fee record for term 3"
STU0001113,Student 1113,11,A,Commerce,Exam,18000,0,18000,Overdue,UPI,2026-08-25,2026-04-19,2025-2026,guardian1113@example.com,"Fee record for term 2"
STU0001114,Student 1114,9,C,Senior,Transport,22000,0,22000,Pending,NEFT,2026-07-15,2026-07-14,2025-2026,guardian1114@example.com,"Fee record for term 2"
STU0001115,Student 1115,10,A,Primary,Lab,22000,0,22000,Waived,Cheque,2026-04-11,2026-01-15,2025-2026,guardian1115@example.com,"Fee record for term 2"
STU0001116,Student 1116,7,A,Commerce,Tuition,12000,0,12000,Waived,Card,2026-01-14,2026-01-26,2025-2026,guardian1116@example.com,"Fee record for term 3"
STU0001117,Student 1117,8,C,Senior,Transport,18000,0,18000,Waived,Card,2026-07-20,2026-02-20,2025-2026,guardian1117@example.com,"Fee record for term 2"
STU0001118,Student 1118,1,D,Secondary,Hostel,15000,0,15000,Overdue,NEFT,2026-03-10,2026-02-16,2025-2026,guardian1118@example.com,"Fee record for term 2"
STU0001119,Student 1119,2,D,Senior,Activity,25000,0,25000,Pending,NEFT,2026-08-20,2026-01-11,2025-2026,guardian1119@example.com,"Fee record for term 1"
STU0001120,Student 1120,5,B,Primary,Transport,25000,0,25000,Overdue,Card,2026-09-26,2026-01-15,2025-2026,guardian1120@example.com,"Fee record for term 2"
STU0001121,Student 1121,12,D,Commerce,Transport,15000,0,15000,Waived,UPI,2026-02-15,2026-06-19,2025-2026,guardian1121@example.com,"Fee record for term 2"
STU0001122,Student 1122,1,A,Secondary,Lab,22000,0,22000,Pending,Cash,2026-05-22,2026-09-16,2025-2026,guardian1122@example.com,"Fee record for term 2"
STU0001123,Student 1123,9,D,Commerce,Lab,22000,11000,11000,Partial,Card,2026-07-13,2026-05-19,2025-2026,guardian1123@example.com,"Fee record for term 3"
STU0001124,Student 1124,4,C,Arts,Transport,18000,0,18000,Pending,Cash,2026-02-19,2026-09-20,2025-2026,guardian1124@example.com,"Fee record for term 3"
STU0001125,Student 1125,8,B,Senior,Transport,15000,0,15000,Overdue,UPI,2026-03-21,2026-05-17,2025-2026,guardian1125@example.com,"Fee record for term 1"
STU0001126,Student 1126,10,A,Secondary,Activity,15000,0,15000,Overdue,Card,2026-04-16,2026-08-13,2025-2026,guardian1126@example.com,"Fee record for term 1"
STU0001127,Student 1127,12,A,Commerce,Transport,15000,0,15000,Overdue,NEFT,2026-09-24,2026-05-28,2025-2026,guardian1127@example.com,"Fee record for term 1"
STU0001128,Student 1128,2,A,Science,Exam,25000,6250,18750,Partial,UPI,2026-07-26,2026-03-25,2025-2026,guardian1128@example.com,"Fee record for term 3"
STU0001129,Student 1129,1,B,Arts,Exam,18000,0,18000,Pending,Card,2026-02-28,2026-02-20,2025-2026,guardian1129@example.com,"Fee record for term 2"
STU0001130,Student 1130,7,C,Science,Activity,15000,0,15000,Overdue,UPI,2026-05-23,2026-03-27,2025-2026,guardian1130@example.com,"Fee record for term 3"
STU0001131,Student 1131,5,D,Science,Library,12000,9000,3000,Partial,NEFT,2026-08-28,2026-05-14,2025-2026,guardian1131@example.com,"Fee record for term 2"
STU0001132,Student 1132,2,C,Science,Library,30000,0,30000,Waived,Card,2026-07-22,2026-04-10,2025-2026,guardian1132@example.com,"Fee record for term 3"
STU0001133,Student 1133,11,C,Primary,Activity,18000,0,18000,Overdue,UPI,2026-07-10,2026-07-14,2025-2026,guardian1133@example.com,"Fee record for term 1"
STU0001134,Student 1134,1,C,Primary,Lab,25000,0,25000,Overdue,UPI,2026-07-15,2026-04-14,2025-2026,guardian1134@example.com,"Fee record for term 3"
STU0001135,Student 1135,9,D,Senior,Transport,25000,0,25000,Waived,Cash,2026-02-20,2026-02-23,2025-2026,guardian1135@example.com,"Fee record for term 1"
STU0001136,Student 1136,8,B,Science,Exam,12000,0,12000,Pending,Cheque,2026-07-22,2026-07-28,2025-2026,guardian1136@example.com,"Fee record for term 1"
STU0001137,Student 1137,5,B,Senior,Transport,22000,0,22000,Pending,Cash,2026-07-24,2026-05-22,2025-2026,guardian1137@example.com,"Fee record for term 2"
STU0001138,Student 1138,11,D,Science,Hostel,25000,0,25000,Overdue,NEFT,2026-07-17,2026-04-14,2025-2026,guardian1138@example.com,"Fee record for term 2"
STU0001139,Student 1139,11,A,Pre-Primary,Tuition,22000,0,22000,Pending,Cheque,2026-09-26,2026-06-18,2025-2026,guardian1139@example.com,"Fee record for term 3"
STU0001140,Student 1140,7,C,Pre-Primary,Library,12000,0,12000,Waived,Cash,2026-08-16,2026-06-14,2025-2026,guardian1140@example.com,"Fee record for term 3"
STU0001141,Student 1141,6,D,Commerce,Lab,22000,0,22000,Overdue,Card,2026-06-21,2026-08-25,2025-2026,guardian1141@example.com,"Fee record for term 3"
STU0001142,Student 1142,10,D,Primary,Tuition,22000,0,22000,Overdue,NEFT,2026-07-19,2026-03-12,2025-2026,guardian1142@example.com,"Fee record for term 3"
STU0001143,Student 1143,9,D,Pre-Primary,Lab,30000,0,30000,Waived,Card,2026-07-16,2026-04-10,2025-2026,guardian1143@example.com,"Fee record for term 3"
STU0001144,Student 1144,7,C,Pre-Primary,Exam,25000,0,25000,Waived,UPI,2026-04-17,2026-02-20,2025-2026,guardian1144@example.com,"Fee record for term 1"
STU0001145,Student 1145,10,D,Pre-Primary,Tuition,18000,0,18000,Overdue,Cheque,2026-09-27,2026-05-20,2025-2026,guardian1145@example.com,"Fee record for term 2"
STU0001146,Student 1146,6,A,Primary,Activity,18000,4500,13500,Partial,Card,2026-03-22,2026-05-11,2025-2026,guardian1146@example.com,"Fee record for term 3"
STU0001147,Student 1147,5,B,Pre-Primary,Lab,12000,12000,0,Paid,Card,2026-04-14,2026-02-22,2025-2026,guardian1147@example.com,"Fee record for term 1"
STU0001148,Student 1148,6,B,Senior,Hostel,22000,0,22000,Waived,UPI,2026-05-16,2026-05-19,2025-2026,guardian1148@example.com,"Fee record for term 2"
STU0001149,Student 1149,1,B,Commerce,Library,30000,0,30000,Waived,NEFT,2026-06-14,2026-01-10,2025-2026,guardian1149@example.com,"Fee record for term 2"
STU0001150,Student 1150,9,A,Arts,Tuition,30000,0,30000,Pending,UPI,2026-06-20,2026-01-14,2025-2026,guardian1150@example.com,"Fee record for term 1"
STU0001151,Student 1151,8,A,Science,Exam,12000,0,12000,Overdue,NEFT,2026-04-11,2026-04-28,2025-2026,guardian1151@example.com,"Fee record for term 3"
STU0001152,Student 1152,12,C,Secondary,Hostel,22000,22000,0,Paid,Cheque,2026-05-19,2026-08-24,2025-2026,guardian1152@example.com,"Fee record for term 2"
STU0001153,Student 1153,1,A,Arts,Hostel,18000,0,18000,Waived,NEFT,2026-03-11,2026-09-15,2025-2026,guardian1153@example.com,"Fee record for term 2"
STU0001154,Student 1154,2,B,Primary,Activity,12000,0,12000,Pending,UPI,2026-05-19,2026-05-26,2025-2026,guardian1154@example.com,"Fee record for term 2"
STU0001155,Student 1155,10,D,Primary,Library,18000,0,18000,Pending,Cash,2026-04-22,2026-09-18,2025-2026,guardian1155@example.com,"Fee record for term 1"
STU0001156,Student 1156,1,C,Science,Transport,25000,0,25000,Overdue,Cash,2026-02-24,2026-09-23,2025-2026,guardian1156@example.com,"Fee record for term 2"
STU0001157,Student 1157,7,A,Commerce,Lab,25000,18750,6250,Partial,NEFT,2026-06-14,2026-08-18,2025-2026,guardian1157@example.com,"Fee record for term 3"
STU0001158,Student 1158,8,C,Secondary,Exam,30000,30000,0,Paid,Cash,2026-02-12,2026-04-12,2025-2026,guardian1158@example.com,"Fee record for term 2"
STU0001159,Student 1159,1,B,Senior,Activity,30000,30000,0,Paid,NEFT,2026-07-15,2026-02-26,2025-2026,guardian1159@example.com,"Fee record for term 3"
STU0001160,Student 1160,11,B,Secondary,Exam,18000,0,18000,Waived,Cheque,2026-09-11,2026-01-12,2025-2026,guardian1160@example.com,"Fee record for term 1"
STU0001161,Student 1161,5,C,Secondary,Lab,25000,25000,0,Paid,Cash,2026-05-24,2026-02-22,2025-2026,guardian1161@example.com,"Fee record for term 1"
STU0001162,Student 1162,10,D,Science,Lab,15000,0,15000,Overdue,Cheque,2026-05-15,2026-07-21,2025-2026,guardian1162@example.com,"Fee record for term 1"
STU0001163,Student 1163,8,B,Secondary,Hostel,30000,0,30000,Pending,UPI,2026-02-12,2026-03-21,2025-2026,guardian1163@example.com,"Fee record for term 1"
STU0001164,Student 1164,6,C,Senior,Transport,15000,0,15000,Pending,NEFT,2026-04-17,2026-04-23,2025-2026,guardian1164@example.com,"Fee record for term 1"
STU0001165,Student 1165,10,B,Secondary,Exam,15000,0,15000,Overdue,Cheque,2026-06-21,2026-04-18,2025-2026,guardian1165@example.com,"Fee record for term 3"
STU0001166,Student 1166,2,C,Senior,Exam,25000,0,25000,Pending,Cheque,2026-01-13,2026-01-14,2025-2026,guardian1166@example.com,"Fee record for term 1"
STU0001167,Student 1167,10,D,Commerce,Transport,25000,0,25000,Pending,Cash,2026-06-21,2026-02-12,2025-2026,guardian1167@example.com,"Fee record for term 2"
STU0001168,Student 1168,12,B,Senior,Exam,15000,0,15000,Waived,Card,2026-09-25,2026-09-19,2025-2026,guardian1168@example.com,"Fee record for term 2"
STU0001169,Student 1169,12,D,Commerce,Activity,15000,0,15000,Pending,Cash,2026-06-24,2026-08-18,2025-2026,guardian1169@example.com,"Fee record for term 2"
STU0001170,Student 1170,8,A,Primary,Activity,25000,0,25000,Pending,NEFT,2026-08-17,2026-07-22,2025-2026,guardian1170@example.com,"Fee record for term 1"
STU0001171,Student 1171,4,D,Science,Transport,15000,15000,0,Paid,NEFT,2026-05-10,2026-06-14,2025-2026,guardian1171@example.com,"Fee record for term 2"
STU0001172,Student 1172,5,D,Primary,Hostel,15000,0,15000,Overdue,Cheque,2026-07-24,2026-03-26,2025-2026,guardian1172@example.com,"Fee record for term 1"
STU0001173,Student 1173,3,C,Pre-Primary,Library,30000,0,30000,Waived,UPI,2026-02-20,2026-06-28,2025-2026,guardian1173@example.com,"Fee record for term 3"
STU0001174,Student 1174,1,D,Arts,Exam,15000,15000,0,Paid,Card,2026-03-25,2026-02-12,2025-2026,guardian1174@example.com,"Fee record for term 1"
STU0001175,Student 1175,7,B,Senior,Hostel,12000,9000,3000,Partial,Cash,2026-04-14,2026-04-15,2025-2026,guardian1175@example.com,"Fee record for term 2"
STU0001176,Student 1176,2,C,Primary,Activity,15000,0,15000,Waived,UPI,2026-02-12,2026-03-25,2025-2026,guardian1176@example.com,"Fee record for term 2"
STU0001177,Student 1177,9,C,Primary,Tuition,15000,0,15000,Overdue,Cash,2026-08-18,2026-09-22,2025-2026,guardian1177@example.com,"Fee record for term 1"
STU0001178,Student 1178,2,D,Arts,Lab,30000,0,30000,Pending,Cheque,2026-04-18,2026-09-20,2025-2026,guardian1178@example.com,"Fee record for term 1"
STU0001179,Student 1179,2,D,Commerce,Hostel,12000,0,12000,Waived,NEFT,2026-03-15,2026-01-10,2025-2026,guardian1179@example.com,"Fee record for term 3"
STU0001180,Student 1180,11,A,Science,Activity,12000,9000,3000,Partial,Cash,2026-01-10,2026-02-27,2025-2026,guardian1180@example.com,"Fee record for term 2"
STU0001181,Student 1181,8,B,Arts,Hostel,12000,0,12000,Pending,UPI,2026-03-12,2026-04-16,2025-2026,guardian1181@example.com,"Fee record for term 2"
STU0001182,Student 1182,5,A,Pre-Primary,Hostel,30000,0,30000,Overdue,Cheque,2026-07-23,2026-03-23,2025-2026,guardian1182@example.com,"Fee record for term 3"
STU0001183,Student 1183,7,A,Pre-Primary,Exam,12000,0,12000,Waived,Cash,2026-04-28,2026-05-23,2025-2026,guardian1183@example.com,"Fee record for term 1"
STU0001184,Student 1184,12,B,Commerce,Lab,15000,0,15000,Waived,Card,2026-01-15,2026-04-24,2025-2026,guardian1184@example.com,"Fee record for term 1"
STU0001185,Student 1185,7,C,Secondary,Transport,18000,0,18000,Overdue,NEFT,2026-09-14,2026-05-15,2025-2026,guardian1185@example.com,"Fee record for term 3"
STU0001186,Student 1186,12,A,Arts,Lab,30000,7500,22500,Partial,Card,2026-04-26,2026-06-18,2025-2026,guardian1186@example.com,"Fee record for term 2"
STU0001187,Student 1187,1,B,Science,Activity,12000,6000,6000,Partial,Cheque,2026-08-22,2026-04-20,2025-2026,guardian1187@example.com,"Fee record for term 2"
STU0001188,Student 1188,5,B,Arts,Exam,15000,0,15000,Waived,Cash,2026-04-18,2026-06-27,2025-2026,guardian1188@example.com,"Fee record for term 3"
STU0001189,Student 1189,10,C,Arts,Lab,12000,0,12000,Pending,Cash,2026-09-24,2026-07-16,2025-2026,guardian1189@example.com,"Fee record for term 1"
STU0001190,Student 1190,6,B,Primary,Lab,30000,30000,0,Paid,NEFT,2026-01-17,2026-05-11,2025-2026,guardian1190@example.com,"Fee record for term 1"
STU0001191,Student 1191,5,B,Senior,Hostel,15000,0,15000,Waived,UPI,2026-03-25,2026-06-14,2025-2026,guardian1191@example.com,"Fee record for term 3"
STU0001192,Student 1192,10,B,Senior,Tuition,25000,0,25000,Waived,Cheque,2026-05-11,2026-06-27,2025-2026,guardian1192@example.com,"Fee record for term 2"
STU0001193,Student 1193,12,C,Senior,Exam,25000,25000,0,Paid,Cash,2026-07-22,2026-07-16,2025-2026,guardian1193@example.com,"Fee record for term 2"
STU0001194,Student 1194,1,B,Senior,Library,12000,12000,0,Paid,Cash,2026-01-16,2026-07-25,2025-2026,guardian1194@example.com,"Fee record for term 1"
STU0001195,Student 1195,3,B,Commerce,Activity,15000,15000,0,Paid,NEFT,2026-01-27,2026-03-16,2025-2026,guardian1195@example.com,"Fee record for term 2"
STU0001196,Student 1196,6,A,Senior,Lab,22000,0,22000,Pending,Cheque,2026-05-10,2026-03-19,2025-2026,guardian1196@example.com,"Fee record for term 2"
STU0001197,Student 1197,3,B,Secondary,Library,25000,25000,0,Paid,Card,2026-02-17,2026-08-10,2025-2026,guardian1197@example.com,"Fee record for term 3"
STU0001198,Student 1198,10,C,Science,Activity,18000,0,18000,Waived,UPI,2026-04-24,2026-08-19,2025-2026,guardian1198@example.com,"Fee record for term 3"
STU0001199,Student 1199,10,D,Arts,Tuition,12000,0,12000,Pending,Cash,2026-03-13,2026-02-12,2025-2026,guardian1199@example.com,"Fee record for term 3"
STU0001200,Student 1200,10,B,Senior,Transport,18000,0,18000,Waived,Card,2026-02-27,2026-02-27,2025-2026,guardian1200@example.com,"Fee record for term 2"
STU0001201,Student 1201,7,C,Senior,Activity,25000,18750,6250,Partial,UPI,2026-04-28,2026-01-16,2025-2026,guardian1201@example.com,"Fee record for term 2"
STU0001202,Student 1202,4,A,Pre-Primary,Tuition,12000,3000,9000,Partial,Card,2026-06-12,2026-01-10,2025-2026,guardian1202@example.com,"Fee record for term 1"
STU0001203,Student 1203,2,B,Commerce,Tuition,15000,7500,7500,Partial,UPI,2026-01-14,2026-05-13,2025-2026,guardian1203@example.com,"Fee record for term 3"
STU0001204,Student 1204,3,B,Commerce,Library,15000,15000,0,Paid,UPI,2026-05-11,2026-08-20,2025-2026,guardian1204@example.com,"Fee record for term 3"
STU0001205,Student 1205,2,D,Secondary,Activity,22000,16500,5500,Partial,Cheque,2026-09-27,2026-09-28,2025-2026,guardian1205@example.com,"Fee record for term 3"
STU0001206,Student 1206,5,C,Senior,Exam,18000,18000,0,Paid,Card,2026-08-26,2026-06-27,2025-2026,guardian1206@example.com,"Fee record for term 3"
STU0001207,Student 1207,6,D,Secondary,Exam,15000,0,15000,Waived,Cheque,2026-04-13,2026-07-27,2025-2026,guardian1207@example.com,"Fee record for term 2"
STU0001208,Student 1208,9,B,Secondary,Lab,22000,0,22000,Overdue,Cash,2026-07-26,2026-07-14,2025-2026,guardian1208@example.com,"Fee record for term 3"
STU0001209,Student 1209,7,D,Arts,Transport,12000,0,12000,Overdue,UPI,2026-08-11,2026-05-18,2025-2026,guardian1209@example.com,"Fee record for term 1"
STU0001210,Student 1210,11,C,Primary,Tuition,25000,6250,18750,Partial,Cheque,2026-02-10,2026-03-17,2025-2026,guardian1210@example.com,"Fee record for term 3"
STU0001211,Student 1211,12,B,Pre-Primary,Tuition,12000,9000,3000,Partial,Cheque,2026-01-18,2026-05-15,2025-2026,guardian1211@example.com,"Fee record for term 2"
STU0001212,Student 1212,1,C,Senior,Transport,30000,7500,22500,Partial,Card,2026-02-22,2026-06-13,2025-2026,guardian1212@example.com,"Fee record for term 1"
STU0001213,Student 1213,3,D,Secondary,Tuition,12000,0,12000,Waived,UPI,2026-05-17,2026-04-16,2025-2026,guardian1213@example.com,"Fee record for term 3"
STU0001214,Student 1214,6,C,Senior,Library,18000,4500,13500,Partial,Card,2026-05-17,2026-08-14,2025-2026,guardian1214@example.com,"Fee record for term 1"
STU0001215,Student 1215,8,C,Secondary,Library,25000,0,25000,Overdue,Cash,2026-01-27,2026-09-13,2025-2026,guardian1215@example.com,"Fee record for term 1"
STU0001216,Student 1216,8,D,Senior,Transport,12000,0,12000,Waived,NEFT,2026-09-22,2026-08-10,2025-2026,guardian1216@example.com,"Fee record for term 1"
STU0001217,Student 1217,1,C,Primary,Transport,30000,0,30000,Waived,NEFT,2026-05-10,2026-07-22,2025-2026,guardian1217@example.com,"Fee record for term 2"
STU0001218,Student 1218,1,D,Arts,Library,12000,0,12000,Pending,NEFT,2026-05-14,2026-09-12,2025-2026,guardian1218@example.com,"Fee record for term 3"
STU0001219,Student 1219,12,A,Senior,Activity,22000,0,22000,Pending,UPI,2026-08-20,2026-02-23,2025-2026,guardian1219@example.com,"Fee record for term 1"
STU0001220,Student 1220,3,B,Secondary,Transport,22000,0,22000,Pending,UPI,2026-05-23,2026-07-27,2025-2026,guardian1220@example.com,"Fee record for term 2"
STU0001221,Student 1221,6,C,Commerce,Tuition,22000,22000,0,Paid,Cash,2026-08-25,2026-08-25,2025-2026,guardian1221@example.com,"Fee record for term 2"
STU0001222,Student 1222,1,C,Arts,Activity,25000,25000,0,Paid,UPI,2026-05-14,2026-08-27,2025-2026,guardian1222@example.com,"Fee record for term 2"
