Student ID,Student Name,Department,Fee Category,Amount Due,Amount Paid,Payment Status,Due Date,Remarks
STU000620,Student 620,Senior,Tuition,25000,0,Overdue,2026-08-15,Term 3 fee record
STU000621,Student 621,Senior,Tuition,12000,0,Overdue,2026-05-15,Term 1 fee record
STU000622,Student 622,Secondary,Tuition,12000,0,Pending,2026-04-15,Term 2 fee record
STU000623,Student 623,Primary,Tuition,12000,6000,Partial,2026-03-15,Term 3 fee record
STU000624,Student 624,Senior,Tuition,12000,0,Pending,2026-06-15,Term 1 fee record
STU000625,Student 625,Senior,Tuition,18000,18000,Paid,2026-05-15,Term 2 fee record
STU000626,Student 626,Senior,Tuition,12000,0,Pending,2026-01-15,Term 3 fee record
STU000627,Student 627,Senior,Tuition,12000,6000,Partial,2026-05-15,Term 1 fee record
STU000628,Student 628,Senior,Tuition,18000,0,Pending,2026-08-15,Term 2 fee record
STU000629,Student 629,Primary,Tuition,12000,6000,Partial,2026-05-15,Term 3 fee record
STU000630,Student 630,Commerce,Tuition,18000,0,Pending,2026-03-15,Term 1 fee record
STU000631,Student 631,Science,Tuition,25000,0,Pending,2026-02-15,Term 2 fee record
STU000632,Student 632,Science,Tuition,25000,0,Pending,2026-05-15,Term 3 fee record
STU000633,Student 633,Commerce,Tuition,18000,18000,Paid,2026-06-15,Term 1 fee record
STU000634,Student 634,Commerce,Tuition,25000,0,Pending,2026-08-15,Term 2 fee record
STU000635,Student 635,Senior,Tuition,25000,12500,Partial,2026-04-15,Term 3 fee record
STU000636,Student 636,Science,Tuition,25000,12500,Partial,2026-06-15,Term 1 fee record
STU000637,Student 637,Science,Tuition,12000,12000,Paid,2026-02-15,Term 2 fee record
STU000638,Student 638,Senior,Tuition,25000,25000,Paid,2026-01-15,Term 3 fee record
STU000639,Student 639,Secondary,Tuition,12000,12000,Paid,2026-06-15,Term 1 fee record
STU000640,Student 640,Secondary,Tuition,18000,9000,Partial,2026-01-15,Term 2 fee record
STU000641,Student 641,Secondary,Tuition,25000,25000,Paid,2026-01-15,Term 3 fee record
STU000642,Student 642,Science,Tuition,18000,0,Pending,2026-09-15,Term 1 fee record
STU000643,Student 643,Science,Tuition,12000,0,Overdue,2026-03-15,Term 2 fee record
STU000644,Student 644,Science,Tuition,12000,6000,Partial,2026-08-15,Term 3 fee record
STU000645,Student 645,Commerce,Tuition,12000,12000,Paid,2026-03-15,Term 1 fee record
STU000646,Student 646,Primary,Tuition,18000,0,Pending,2026-08-15,Term 2 fee record
STU000647,Student 647,Secondary,Tuition,12000,12000,Paid,2026-05-15,Term 3 fee record
STU000648,Student 648,Secondary,Tuition,18000,9000,Partial,2026-05-15,Term 1 fee record
STU000649,Student 649,Commerce,Tuition,12000,0,Pending,2026-01-15,Term 2 fee record
STU000650,Student 650,Science,Tuition,25000,0,Overdue,2026-06-15,Term 3 fee record
STU000651,Student 651,Science,Tuition,12000,12000,Paid,2026-03-15,Term 1 fee record
STU000652,Student 652,Primary,Tuition,12000,12000,Paid,2026-05-15,Term 2 fee record
STU000653,Student 653,Commerce,Tuition,18000,18000,Paid,2026-01-15,Term 3 fee record
STU000654,Student 654,Science,Tuition,12000,0,Pending,2026-09-15,Term 1 fee record
STU000655,Student 655,Primary,Tuition,25000,25000,Paid,2026-06-15,Term 2 fee record
STU000656,Student 656,Commerce,Tuition,12000,0,Pending,2026-04-15,Term 3 fee record
STU000657,Student 657,Senior,Tuition,18000,9000,Partial,2026-04-15,Term 1 fee record
STU000658,Student 658,Primary,Tuition,18000,0,Overdue,2026-04-15,Term 2 fee record
STU000659,Student 659,Science,Tuition,18000,18000,Paid,2026-06-15,Term 3 fee record
STU000660,Student 660,Science,Tuition,25000,12500,Partial,2026-06-15,Term 1 fee record
STU000661,Student 661,Commerce,Tuition,18000,0,Pending,2026-03-15,Term 2 fee record
STU000662,Student 662,Secondary,Tuition,12000,0,Pending,2026-05-15,Term 3 fee record
STU000663,Student 663,Secondary,Tuition,18000,0,Overdue,2026-06-15,Term 1 fee record
STU000664,Student 664,Science,Tuition,12000,0,Pending,2026-05-15,Term 2 fee record
STU000665,Student 665,Science,Tuition,25000,12500,Partial,2026-01-15,Term 3 fee record
STU000666,Student 666,Secondary,Tuition,12000,6000,Partial,2026-02-15,Term 1 fee record
STU000667,Student 667,Secondary,Tuition,18000,9000,Partial,2026-01-15,Term 2 fee record
STU000668,Student 668,Primary,Tuition,12000,12000,Paid,2026-09-15,Term 3 fee record
STU000669,Student 669,Secondary,Tuition,12000,0,Overdue,2026-01-15,Term 1 fee record
STU000670,Student 670,Senior,Tuition,18000,0,Pending,2026-06-15,Term 2 fee record
STU000671,Student 671,Commerce,Tuition,12000,12000,Paid,2026-03-15,Term 3 fee record
STU000672,Student 672,Senior,Tuition,18000,0,Pending,2026-04-15,Term 1 fee record
STU000673,Student 673,Science,Tuition,18000,9000,Partial,2026-02-15,Term 2 fee record
STU000674,Student 674,Primary,Tuition,18000,18000,Paid,2026-08-15,Term 3 fee record
STU000675,Student 675,Primary,Tuition,12000,0,Overdue,2026-07-15,Term 1 fee record
STU000676,Student 676,Primary,Tuition,12000,0,Pending,2026-04-15,Term 2 fee record
STU000677,Student 677,Secondary,Tuition,12000,0,Overdue,2026-06-15,Term 3 fee record
STU000678,Student 678,Secondary,Tuition,18000,0,Pending,2026-03-15,Term 1 fee record
STU000679,Student 679,Primary,Tuition,25000,12500,Partial,2026-04-15,Term 2 fee record
STU000680,Student 680,Secondary,Tuition,12000,0,Pending,2026-08-15,Term 3 fee record
STU000681,Student 681,Primary,Tuition,18000,9000,Partial,2026-05-15,Term 1 fee record
STU000682,Student 682,Secondary,Tuition,12000,12000,Paid,2026-06-15,Term 2 fee record
STU000683,Student 683,Primary,Tuition,25000,25000,Paid,2026-05-15,Term 3 fee record
STU000684,Student 684,Science,Tuition,18000,0,Pending,2026-02-15,Term 1 fee record
STU000685,Student 685,Science,Tuition,18000,0,Overdue,2026-05-15,Term 2 fee record
STU000686,Student 686,Secondary,Tuition,12000,12000,Paid,2026-01-15,Term 3 fee record
STU000687,Student 687,Science,Tuition,12000,6000,Partial,2026-03-15,Term 1 fee record
STU000688,Student 688,Science,Tuition,12000,6000,Partial,2026-02-15,Term 2 fee record
STU000689,Student 689,Science,Tuition,18000,0,Overdue,2026-08-15,Term 3 fee record
STU000690,Student 690,Commerce,Tuition,18000,0,Overdue,2026-01-15,Term 1 fee record
STU000691,Student 691,Commerce,Tuition,12000,0,Pending,2026-01-15,Term 2 fee record
STU000692,Student 692,Science,Tuition,18000,0,Overdue,2026-01-15,Term 3 fee record
STU000693,Student 693,Primary,Tuition,18000,0,Pending,2026-03-15,Term 1 fee record
STU000694,Student 694,Primary,Tuition,18000,0,Pending,2026-01-15,Term 2 fee record
STU000695,Student 695,Commerce,Tuition,12000,0,Overdue,2026-02-15,Term 3 fee record
STU000696,Student 696,Secondary,Tuition,18000,18000,Paid,2026-06-15,Term 1 fee record
STU000697,Student 697,Senior,Tuition,12000,0,Pending,2026-01-15,Term 2 fee record
STU000698,Student 698,Science,Tuition,18000,9000,Partial,2026-09-15,Term 3 fee record
STU000699,Student 699,Senior,Tuition,18000,0,Overdue,2026-06-15,Term 1 fee record
STU000700,Student 700,Secondary,Tuition,12000,6000,Partial,2026-07-15,Term 2 fee record
STU000701,Student 701,Senior,Tuition,18000,0,Overdue,2026-06-15,Term 3 fee record
STU000702,Student 702,Science,Tuition,18000,0,Pending,2026-03-15,Term 1 fee record
STU000703,Student 703,Secondary,Tuition,18000,9000,Partial,2026-06-15,Term 2 fee record
STU000704,Student 704,Secondary,Tuition,12000,0,Overdue,2026-06-15,Term 3 fee record
STU000705,Student 705,Primary,Tuition,18000,18000,Paid,2026-06-15,Term 1 fee record
STU000706,Student 706,Commerce,Tuition,18000,18000,Paid,2026-09-15,Term 2 fee record
STU000707,Student 707,Primary,Tuition,25000,0,Overdue,2026-08-15,Term 3 fee record
STU000708,Student 708,Commerce,Tuition,18000,9000,Partial,2026-08-15,Term 1 fee record
STU000709,Student 709,Senior,Tuition,12000,12000,Paid,2026-08-15,Term 2 fee record
STU000710,Student 710,Primary,Tuition,25000,0,Overdue,2026-03-15,Term 3 fee record
STU000711,Student 711,Science,Tuition,12000,6000,Partial,2026-08-15,Term 1 fee record
STU000712,Student 712,Senior,Tuition,12000,12000,Paid,2026-01-15,Term 2 fee record
STU000713,Student 713,Primary,Tuition,12000,0,Overdue,2026-05-15,Term 3 fee record
STU000714,Student 714,Commerce,Tuition,12000,12000,Paid,2026-06-15,Term 1 fee record
STU000715,Student 715,Primary,Tuition,25000,25000,Paid,2026-08-15,Term 2 fee record
STU000716,Student 716,Senior,Tuition,18000,0,Pending,2026-06-15,Term 3 fee record
STU000717,Student 717,Secondary,Tuition,25000,12500,Partial,2026-04-15,Term 1 fee record
STU000718,Student 718,Senior,Tuition,25000,0,Overdue,2026-03-15,Term 2 fee record
STU000719,Student 719,Senior,Tuition,25000,0,Pending,2026-05-15,Term 3 fee record
STU000720,Student 720,Commerce,Tuition,12000,12000,Paid,2026-05-15,Term 1 fee record
STU000721,Student 721,Primary,Tuition,25000,0,Pending,2026-01-15,Term 2 fee record
STU000722,Student 722,Commerce,Tuition,25000,12500,Partial,2026-07-15,Term 3 fee record
STU000723,Student 723,Secondary,Tuition,25000,25000,Paid,2026-02-15,Term 1 fee record
STU000724,Student 724,Commerce,Tuition,18000,9000,Partial,2026-05-15,Term 2 fee record
STU000725,Student 725,Science,Tuition,18000,0,Pending,2026-05-15,Term 3 fee record
STU000726,Student 726,Primary,Tuition,25000,0,Pending,2026-07-15,Term 1 fee record
STU000727,Student 727,Primary,Tuition,18000,0,Overdue,2026-05-15,Term 2 fee record
STU000728,Student 728,Secondary,Tuition,18000,0,Overdue,2026-07-15,Term 3 fee record
STU000729,Student 729,Primary,Tuition,25000,12500,Partial,2026-01-15,Term 1 fee record
STU000730,Student 730,Secondary,Tuition,12000,0,Overdue,2026-04-15,Term 2 fee record
STU000731,Student 731,Secondary,Tuition,25000,25000,Paid,2026-09-15,Term 3 fee record
STU000732,Student 732,Commerce,Tuition,18000,9000,Partial,2026-05-15,Term 1 fee record
STU000733,Student 733,Primary,Tuition,25000,0,Pending,2026-05-15,Term 2 fee record
STU000734,Student 734,Senior,Tuition,25000,25000,Paid,2026-06-15,Term 3 fee record
STU000735,Student 735,Senior,Tuition,12000,12000,Paid,2026-09-15,Term 1 fee record
STU000736,Student 736,Commerce,Tuition,25000,12500,Partial,2026-01-15,Term 2 fee record
STU000737,Student 737,Senior,Tuition,18000,18000,Paid,2026-04-15,Term 3 fee record
STU000738,Student 738,Primary,Tuition,25000,0,Overdue,2026-01-15,Term 1 fee record
STU000739,Student 739,Commerce,Tuition,12000,12000,Paid,2026-09-15,Term 2 fee record
STU000740,Student 740,Secondary,Tuition,12000,6000,Partial,2026-06-15,Term 3 fee record
STU000741,Student 741,Senior,Tuition,12000,0,Overdue,2026-07-15,Term 1 fee record
STU000742,Student 742,Primary,Tuition,12000,6000,Partial,2026-06-15,Term 2 fee record
STU000743,Student 743,Secondary,Tuition,18000,0,Overdue,2026-07-15,Term 3 fee record
STU000744,Student 744,Primary,Tuition,12000,0,Overdue,2026-02-15,Term 1 fee record
STU000745,Student 745,Commerce,Tuition,18000,0,Overdue,2026-07-15,Term 2 fee record
STU000746,Student 746,Science,Tuition,25000,12500,Partial,2026-09-15,Term 3 fee record
STU000747,Student 747,Science,Tuition,18000,18000,Paid,2026-02-15,Term 1 fee record
STU000748,Student 748,Primary,Tuition,12000,0,Pending,2026-03-15,Term 2 fee record
STU000749,Student 749,Science,Tuition,12000,6000,Partial,2026-06-15,Term 3 fee record
STU000750,Student 750,Primary,Tuition,18000,18000,Paid,2026-08-15,Term 1 fee record
STU000751,Student 751,Primary,Tuition,12000,0,Overdue,2026-08-15,Term 2 fee record
STU000752,Student 752,Primary,Tuition,12000,6000,Partial,2026-09-15,Term 3 fee record
STU000753,Student 753,Senior,Tuition,12000,12000,Paid,2026-08-15,Term 1 fee record
STU000754,Student 754,Secondary,Tuition,25000,0,Overdue,2026-07-15,Term 2 fee record
STU000755,Student 755,Commerce,Tuition,18000,0,Pending,2026-04-15,Term 3 fee record
STU000756,Student 756,Primary,Tuition,25000,0,Overdue,2026-02-15,Term 1 fee record
STU000757,Student 757,Secondary,Tuition,25000,0,Pending,2026-01-15,Term 2 fee record
STU000758,Student 758,Commerce,Tuition,25000,0,Overdue,2026-01-15,Term 3 fee record
STU000759,Student 759,Commerce,Tuition,18000,18000,Paid,2026-08-15,Term 1 fee record
STU000760,Student 760,Secondary,Tuition,25000,25000,Paid,2026-04-15,Term 2 fee record
STU000761,Student 761,Science,Tuition,25000,0,Overdue,2026-06-15,Term 3 fee record
STU000762,Student 762,Senior,Tuition,25000,25000,Paid,2026-05-15,Term 1 fee record
STU000763,Student 763,Science,Tuition,12000,0,Pending,2026-07-15,Term 2 fee record
STU000764,Student 764,Secondary,Tuition,25000,0,Overdue,2026-05-15,Term 3 fee record
STU000765,Student 765,Senior,Tuition,12000,12000,Paid,2026-08-15,Term 1 fee record
STU000766,Student 766,Commerce,Tuition,12000,6000,Partial,2026-04-15,Term 2 fee record
STU000767,Student 767,Senior,Tuition,18000,0,Overdue,2026-04-15,Term 3 fee record
STU000768,Student 768,Commerce,Tuition,25000,25000,Paid,2026-05-15,Term 1 fee record
STU000769,Student 769,Commerce,Tuition,25000,25000,Paid,2026-08-15,Term 2 fee record
STU000770,Student 770,Commerce,Tuition,25000,0,Overdue,2026-09-15,Term 3 fee record
STU000771,Student 771,Secondary,Tuition,18000,18000,Paid,2026-05-15,Term 1 fee record
STU000772,Student 772,Commerce,Tuition,12000,0,Overdue,2026-04-15,Term 2 fee record
STU000773,Student 773,Secondary,Tuition,25000,12500,Partial,2026-02-15,Term 3 fee record
STU000774,Student 774,Science,Tuition,25000,12500,Partial,2026-07-15,Term 1 fee record
STU000775,Student 775,Senior,Tuition,12000,0,Overdue,2026-07-15,Term 2 fee record
STU000776,Student 776,Science,Tuition,18000,18000,Paid,2026-07-15,Term 3 fee record
STU000777,Student 777,Senior,Tuition,12000,0,Overdue,2026-04-15,Term 1 fee record
STU000778,Student 778,Primary,Tuition,25000,0,Overdue,2026-08-15,Term 2 fee record
STU000779,Student 779,Secondary,Tuition,25000,25000,Paid,2026-07-15,Term 3 fee record
STU000780,Student 780,Senior,Tuition,12000,6000,Partial,2026-08-15,Term 1 fee record
STU000781,Student 781,Science,Tuition,18000,9000,Partial,2026-07-15,Term 2 fee record
STU000782,Student 782,Primary,Tuition,25000,0,Pending,2026-03-15,Term 3 fee record
STU000783,Student 783,Science,Tuition,25000,12500,Partial,2026-01-15,Term 1 fee record
STU000784,Student 784,Science,Tuition,18000,9000,Partial,2026-08-15,Term 2 fee record
STU000785,Student 785,Commerce,Tuition,18000,0,Pending,2026-08-15,Term 3 fee record
STU000786,Student 786,Secondary,Tuition,18000,0,Overdue,2026-02-15,Term 1 fee record
STU000787,Student 787,Commerce,Tuition,25000,25000,Paid,2026-08-15,Term 2 fee record
STU000788,Student 788,Science,Tuition,25000,0,Overdue,2026-01-15,Term 3 fee record
STU000789,Student 789,Commerce,Tuition,18000,9000,Partial,2026-01-15,Term 1 fee record
STU000790,Student 790,Senior,Tuition,12000,12000,Paid,2026-09-15,Term 2 fee record
STU000791,Student 791,Senior,Tuition,25000,0,Pending,2026-04-15,Term 3 fee record
STU000792,Student 792,Secondary,Tuition,18000,9000,Partial,2026-06-15,Term 1 fee record
STU000793,Student 793,Science,Tuition,25000,25000,Paid,2026-06-15,Term 2 fee record
STU000794,Student 794,Secondary,Tuition,18000,0,Overdue,2026-05-15,Term 3 fee record
STU000795,Student 795,Secondary,Tuition,25000,0,Pending,2026-03-15,Term 1 fee record
STU000796,Student 796,Primary,Tuition,12000,12000,Paid,2026-01-15,Term 2 fee record
STU000797,Student 797,Senior,Tuition,25000,0,Pending,2026-01-15,Term 3 fee record
STU000798,Student 798,Science,Tuition,18000,18000,Paid,2026-01-15,Term 1 fee record
STU000799,Student 799,Senior,Tuition,25000,12500,Partial,2026-04-15,Term 2 fee record
STU000800,Student 800,Senior,Tuition,25000,12500,Partial,2026-06-15,Term 3 fee record
STU000801,Student 801,Senior,Tuition,12000,0,Overdue,2026-01-15,Term 1 fee record
STU000802,Student 802,Science,Tuition,18000,9000,Partial,2026-09-15,Term 2 fee record
STU000803,Student 803,Science,Tuition,18000,0,Pending,2026-04-15,Term 3 fee record
STU000804,Student 804,Secondary,Tuition,25000,12500,Partial,2026-06-15,Term 1 fee record
STU000805,Student 805,Secondary,Tuition,18000,0,Overdue,2026-03-15,Term 2 fee record
STU000806,Student 806,Commerce,Tuition,25000,0,Pending,2026-06-15,Term 3 fee record
STU000807,Student 807,Secondary,Tuition,25000,12500,Partial,2026-06-15,Term 1 fee record
STU000808,Student 808,Senior,Tuition,12000,0,Overdue,2026-01-15,Term 2 fee record
STU000809,Student 809,Primary,Tuition,12000,0,Overdue,2026-02-15,Term 3 fee record
STU000810,Student 810,Primary,Tuition,25000,25000,Paid,2026-06-15,Term 1 fee record
STU000811,Student 811,Commerce,Tuition,12000,6000,Partial,2026-09-15,Term 2 fee record
STU000812,Student 812,Primary,Tuition,18000,18000,Paid,2026-07-15,Term 3 fee record
STU000813,Student 813,Science,Tuition,12000,0,Pending,2026-05-15,Term 1 fee record
STU000814,Student 814,Senior,Tuition,12000,0,Pending,2026-01-15,Term 2 fee record
STU000815,Student 815,Secondary,Tuition,18000,9000,Partial,2026-09-15,Term 3 fee record
STU000816,Student 816,Secondary,Tuition,12000,6000,Partial,2026-06-15,Term 1 fee record
STU000817,Student 817,Senior,Tuition,12000,0,Pending,2026-05-15,Term 2 fee record
STU000818,Student 818,Primary,Tuition,18000,18000,Paid,2026-06-15,Term 3 fee record
STU000819,Student 819,Science,Tuition,18000,0,Overdue,2026-03-15,Term 1 fee record
STU000820,Student 820,Primary,Tuition,18000,0,Pending,2026-03-15,Term 2 fee record
STU000821,Student 821,Science,Tuition,12000,0,Overdue,2026-04-15,Term 3 fee record
STU000822,Student 822,Science,Tuition,18000,0,Overdue,2026-04-15,Term 1 fee record
STU000823,Student 823,Senior,Tuition,18000,0,Overdue,2026-09-15,Term 2 fee record
STU000824,Student 824,Commerce,Tuition,18000,0,Overdue,2026-09-15,Term 3 fee record
STU000825,Student 825,Senior,Tuition,25000,0,Pending,2026-01-15,Term 1 fee record
STU000826,Student 826,Commerce,Tuition,18000,9000,Partial,2026-01-15,Term 2 fee record
STU000827,Student 827,Science,Tuition,25000,25000,Paid,2026-08-15,Term 3 fee record
STU000828,Student 828,Senior,Tuition,18000,0,Pending,2026-09-15,Term 1 fee record
STU000829,Student 829,Senior,Tuition,25000,0,Overdue,2026-08-15,Term 2 fee record
STU000830,Student 830,Science,Tuition,12000,0,Overdue,2026-09-15,Term 3 fee record
STU000831,Student 831,Primary,Tuition,12000,0,Pending,2026-02-15,Term 1 fee record
STU000832,Student 832,Science,Tuition,12000,6000,Partial,2026-07-15,Term 2 fee record
STU000833,Student 833,Primary,Tuition,25000,12500,Partial,2026-05-15,Term 3 fee record
STU000834,Student 834,Primary,Tuition,25000,12500,Partial,2026-09-15,Term 1 fee record
STU000835,Student 835,Secondary,Tuition,12000,12000,Paid,2026-07-15,Term 2 fee record
STU000836,Student 836,Commerce,Tuition,25000,25000,Paid,2026-09-15,Term 3 fee record
STU000837,Student 837,Science,Tuition,18000,18000,Paid,2026-03-15,Term 1 fee record
STU000838,Student 838,Secondary,Tuition,12000,0,Overdue,2026-08-15,Term 2 fee record
STU000839,Student 839,Science,Tuition,12000,0,Overdue,2026-06-15,Term 3 fee record
STU000840,Student 840,Primary,Tuition,25000,25000,Paid,2026-04-15,Term 1 fee record
STU000841,Student 841,Science,Tuition,25000,0,Pending,2026-02-15,Term 2 fee record
STU000842,Student 842,Senior,Tuition,12000,6000,Partial,2026-03-15,Term 3 fee record
STU000843,Student 843,Secondary,Tuition,25000,25000,Paid,2026-05-15,Term 1 fee record
STU000844,Student 844,Secondary,Tuition,12000,0,Pending,2026-01-15,Term 2 fee record
STU000845,Student 845,Secondary,Tuition,18000,18000,Paid,2026-04-15,Term 3 fee record
STU000846,Student 846,Secondary,Tuition,25000,25000,Paid,2026-08-15,Term 1 fee record
STU000847,Student 847,Senior,Tuition,25000,12500,Partial,2026-03-15,Term 2 fee record
STU000848,Student 848,Science,Tuition,18000,18000,Paid,2026-01-15,Term 3 fee record
STU000849,Student 849,Science,Tuition,25000,25000,Paid,2026-05-15,Term 1 fee record
STU000850,Student 850,Commerce,Tuition,18000,9000,Partial,2026-03-15,Term 2 fee record
STU000851,Student 851,Primary,Tuition,18000,0,Overdue,2026-04-15,Term 3 fee record
STU000852,Student 852,Senior,Tuition,25000,12500,Partial,2026-04-15,Term 1 fee record
STU000853,Student 853,Primary,Tuition,25000,25000,Paid,2026-05-15,Term 2 fee record
STU000854,Student 854,Commerce,Tuition,12000,0,Pending,2026-05-15,Term 3 fee record
STU000855,Student 855,Commerce,Tuition,25000,25000,Paid,2026-06-15,Term 1 fee record
STU000856,Student 856,Primary,Tuition,18000,18000,Paid,2026-07-15,Term 2 fee record
STU000857,Student 857,Primary,Tuition,18000,0,Overdue,2026-09-15,Term 3 fee record
STU000858,Student 858,Primary,Tuition,18000,18000,Paid,2026-01-15,Term 1 fee record
STU000859,Student 859,Science,Tuition,18000,9000,Partial,2026-06-15,Term 2 fee record
STU000860,Student 860,Science,Tuition,18000,0,Pending,2026-03-15,Term 3 fee record
STU000861,Student 861,Commerce,Tuition,12000,12000,Paid,2026-04-15,Term 1 fee record
STU000862,Student 862,Commerce,Tuition,18000,0,Pending,2026-01-15,Term 2 fee record
STU000863,Student 863,Secondary,Tuition,12000,12000,Paid,2026-04-15,Term 3 fee record
STU000864,Student 864,Secondary,Tuition,18000,0,Overdue,2026-07-15,Term 1 fee record
STU000865,Student 865,Secondary,Tuition,25000,0,Overdue,2026-06-15,Term 2 fee record
STU000866,Student 866,Senior,Tuition,25000,25000,Paid,2026-02-15,Term 3 fee record
STU000867,Student 867,Secondary,Tuition,12000,6000,Partial,2026-01-15,Term 1 fee record
STU000868,Student 868,Commerce,Tuition,12000,0,Pending,2026-03-15,Term 2 fee record
STU000869,Student 869,Secondary,Tuition,12000,12000,Paid,2026-06-15,Term 3 fee record
STU000870,Student 870,Science,Tuition,25000,25000,Paid,2026-02-15,Term 1 fee record
STU000871,Student 871,Secondary,Tuition,12000,6000,Partial,2026-04-15,Term 2 fee record
STU000872,Student 872,Commerce,Tuition,18000,18000,Paid,2026-04-15,Term 3 fee record
STU000873,Student 873,Primary,Tuition,12000,0,Pending,2026-03-15,Term 1 fee record
STU000874,Student 874,Commerce,Tuition,25000,0,Overdue,2026-03-15,Term 2 fee record
STU000875,Student 875,Commerce,Tuition,18000,18000,Paid,2026-01-15,Term 3 fee record
STU000876,Student 876,Primary,Tuition,18000,9000,Partial,2026-01-15,Term 1 fee record
STU000877,Student 877,Primary,Tuition,12000,6000,Partial,2026-07-15,Term 2 fee record
STU000878,Student 878,Senior,Tuition,25000,0,Overdue,2026-09-15,Term 3 fee record
STU000879,Student 879,Secondary,Tuition,18000,0,Pending,2026-07-15,Term 1 fee record
STU000880,Student 880,Primary,Tuition,25000,12500,Partial,2026-01-15,Term 2 fee record
STU000881,Student 881,Senior,Tuition,18000,9000,Partial,2026-05-15,Term 3 fee record
STU000882,Student 882,Secondary,Tuition,12000,12000,Paid,2026-07-15,Term 1 fee record
STU000883,Student 883,Primary,Tuition,18000,9000,Partial,2026-09-15,Term 2 fee record
STU000884,Student 884,Senior,Tuition,12000,0,Overdue,2026-05-15,Term 3 fee record
STU000885,Student 885,Senior,Tuition,12000,0,Overdue,2026-03-15,Term 1 fee record
STU000886,Student 886,Commerce,Tuition,18000,0,Overdue,2026-02-15,Term 2 fee record
STU000887,Student 887,Commerce,Tuition,12000,12000,Paid,2026-05-15,Term 3 fee record
STU000888,Student 888,Science,Tuition,12000,6000,Partial,2026-07-15,Term 1 fee record
STU000889,Student 889,Commerce,Tuition,12000,6000,Partial,2026-01-15,Term 2 fee record
STU000890,Student 890,Senior,Tuition,18000,0,Pending,2026-09-15,Term 3 fee record
STU000891,Student 891,Science,Tuition,25000,0,Pending,2026-05-15,Term 1 fee record
STU000892,Student 892,Science,Tuition,12000,0,Overdue,2026-06-15,Term 2 fee record
STU000893,Student 893,Primary,Tuition,25000,25000,Paid,2026-01-15,Term 3 fee record
STU000894,Student 894,Senior,Tuition,25000,25000,Paid,2026-05-15,Term 1 fee record
STU000895,Student 895,Primary,Tuition,18000,18000,Paid,2026-07-15,Term 2 fee record
STU000896,Student 896,Commerce,Tuition,25000,0,Pending,2026-03-15,Term 3 fee record
STU000897,Student 897,Commerce,Tuition,25000,0,Overdue,2026-07-15,Term 1 fee record
STU000898,Student 898,Science,Tuition,18000,9000,Partial,2026-07-15,Term 2 fee record
STU000899,Student 899,Commerce,Tuition,12000,6000,Partial,2026-09-15,Term 3 fee record
STU000900,Student 900,Secondary,Tuition,25000,0,Pending,2026-03-15,Term 1 fee record
STU000901,Student 901,Primary,Tuition,25000,0,Pending,2026-07-15,Term 2 fee record
STU000902,Student 902,Science,Tuition,18000,0,Pending,2026-04-15,Term 3 fee record
STU000903,Student 903,Primary,Tuition,25000,12500,Partial,2026-06-15,Term 1 fee record
STU000904,Student 904,Secondary,Tuition,12000,12000,Paid,2026-08-15,Term 2 fee record
STU000905,Student 905,Senior,Tuition,25000,12500,Partial,2026-09-15,Term 3 fee record
STU000906,Student 906,Primary,Tuition,18000,9000,Partial,2026-01-15,Term 1 fee record
STU000907,Student 907,Commerce,Tuition,25000,25000,Paid,2026-04-15,Term 2 fee record
STU000908,Student 908,Science,Tuition,12000,12000,Paid,2026-03-15,Term 3 fee record
STU000909,Student 909,Science,Tuition,12000,0,Pending,2026-06-15,Term 1 fee record
STU000910,Student 910,Science,Tuition,12000,12000,Paid,2026-06-15,Term 2 fee record
STU000911,Student 911,Senior,Tuition,12000,6000,Partial,2026-07-15,Term 3 fee record
STU000912,Student 912,Primary,Tuition,25000,0,Pending,2026-09-15,Term 1 fee record
STU000913,Student 913,Commerce,Tuition,18000,9000,Partial,2026-05-15,Term 2 fee record
STU000914,Student 914,Commerce,Tuition,25000,0,Overdue,2026-04-15,Term 3 fee record
STU000915,Student 915,Commerce,Tuition,12000,0,Overdue,2026-05-15,Term 1 fee record
STU000916,Student 916,Science,Tuition,18000,0,Pending,2026-05-15,Term 2 fee record
STU000917,Student 917,Senior,Tuition,12000,0,Pending,2026-06-15,Term 3 fee record
STU000918,Student 918,Senior,Tuition,25000,25000,Paid,2026-02-15,Term 1 fee record
STU000919,Student 919,Senior,Tuition,18000,0,Overdue,2026-07-15,Term 2 fee record
STU000920,Student 920,Commerce,Tuition,25000,0,Overdue,2026-08-15,Term 3 fee record
STU000921,Student 921,Primary,Tuition,18000,18000,Paid,2026-01-15,Term 1 fee record
STU000922,Student 922,Science,Tuition,25000,0,Overdue,2026-02-15,Term 2 fee record
STU000923,Student 923,Commerce,Tuition,25000,0,Pending,2026-03-15,Term 3 fee record
STU000924,Student 924,Primary,Tuition,25000,0,Overdue,2026-04-15,Term 1 fee record
STU000925,Student 925,Senior,Tuition,12000,0,Overdue,2026-05-15,Term 2 fee record
STU000926,Student 926,Secondary,Tuition,18000,0,Overdue,2026-01-15,Term 3 fee record
STU000927,Student 927,Commerce,Tuition,12000,0,Pending,2026-03-15,Term 1 fee record
STU000928,Student 928,Secondary,Tuition,12000,0,Pending,2026-02-15,Term 2 fee record
STU000929,Student 929,Science,Tuition,25000,25000,Paid,2026-03-15,Term 3 fee record
